gdenergy,gdpuls,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,nbumps6,nbumps7,nbumps89,energy,maxenergy,class
-17,-6,5,3,2,0,0,0,0,0,12100,7000,0
-40,-35,6,3,3,0,0,0,0,0,7000,3000,0
32,24,5,3,2,0,0,0,0,0,9200,5000,0
34,31,3,1,2,0,0,0,0,0,5100,4000,0
-30,-27,6,3,3,0,0,0,0,0,6800,3000,0
30,43,2,1,1,0,0,0,0,0,4500,4000,0
1,9,2,2,0,0,0,0,0,0,1500,800,0
-58,-59,2,1,1,0,0,0,0,0,4700,4000,1
94,83,4,2,1,1,0,0,0,0,27100,20000,0
-51,-42,3,3,0,0,0,0,0,0,1000,500,0
-17,23,1,1,0,0,0,0,0,0,400,400,0
-69,-42,1,1,0,0,0,0,0,0,200,200,0
-53,-40,0,0,0,0,0,0,0,0,0,0,0
-72,-44,1,1,0,0,0,0,0,0,800,800,0
-49,-14,2,1,1,0,0,0,0,0,1300,1000,0
-22,-35,0,0,0,0,0,0,0,0,0,0,0
69,67,1,0,1,0,0,0,0,0,5000,5000,1
-4,25,3,0,2,0,1,0,0,0,402000,400000,0
-31,-5,2,2,0,0,0,0,0,0,1100,700,1
-44,-26,1,0,0,1,0,0,0,0,10000,10000,0
9,44,3,1,2,0,0,0,0,0,12600,8000,0
34,50,0,0,0,0,0,0,0,0,0,0,0
-72,-72,6,3,3,0,0,0,0,0,9800,6000,0
-41,-37,3,1,2,0,0,0,0,0,5600,3000,0
-57,-47,2,2,0,0,0,0,0,0,1200,600,0
-22,-27,4,3,1,0,0,0,0,0,2700,2000,0
-7,-5,2,1,1,0,0,0,0,0,8700,8000,0
-81,-84,1,0,1,0,0,0,0,0,2000,2000,0
-25,-31,3,3,0,0,0,0,0,0,1400,600,0
19,56,4,1,3,0,0,0,0,0,14400,9000,0
-26,-22,1,1,0,0,0,0,0,0,400,400,0
-16,2,3,0,3,0,0,0,0,0,4000,2000,1
-7,35,3,1,1,1,0,0,0,0,81500,80000,0
-29,-8,2,0,2,0,0,0,0,0,6000,4000,0
-5,10,1,1,0,0,0,0,0,0,700,700,0
-73,-74,1,1,0,0,0,0,0,0,600,600,0
-81,-86,1,0,1,0,0,0,0,0,3000,3000,0
-40,-39,3,3,0,0,0,0,0,0,1600,800,0
15,18,1,1,0,0,0,0,0,0,400,400,0
-17,-23,2,1,1,0,0,0,0,0,1700,1000,0
-50,-51,1,0,1,0,0,0,0,0,4000,4000,0
-20,-29,3,3,0,0,0,0,0,0,1800,900,0
18,13,0,0,0,0,0,0,0,0,0,0,0
3,-13,1,0,1,0,0,0,0,0,2000,2000,0
37,58,0,0,0,0,0,0,0,0,0,0,0
54,-11,5,2,3,0,0,0,0,0,6200,3000,0
-49,-51,2,1,1,0,0,0,0,0,4500,4000,1
64,65,8,5,2,1,0,0,0,0,33600,20000,0
-55,-42,0,0,0,0,0,0,0,0,0,0,1
-39,-44,3,1,1,1,0,0,0,0,24200,20000,0
64,75,1,0,1,0,0,0,0,0,2000,2000,0
33,40,0,0,0,0,0,0,0,0,0,0,0
-44,-50,2,1,1,0,0,0,0,0,4200,4000,0
-58,-49,0,0,0,0,0,0,0,0,0,0,0
-88,-73,1,1,0,0,0,0,0,0,100,100,0
-76,-76,1,1,0,0,0,0,0,0,400,400,0
-79,-69,0,0,0,0,0,0,0,0,0,0,0
-13,-33,2,1,1,0,0,0,0,0,3300,3000,0
-66,-67,2,1,1,0,0,0,0,0,3300,3000,0
46,68,5,3,2,0,0,0,0,0,4000,1000,0
-12,5,1,0,1,0,0,0,0,0,3000,3000,0
-35,-26,2,0,2,0,0,0,0,0,4000,3000,0
27,29,6,3,3,0,0,0,0,0,5800,2000,0
-39,-28,2,1,1,0,0,0,0,0,1300,1000,0
-18,58,1,0,1,0,0,0,0,0,2000,2000,0
-6,34,0,0,0,0,0,0,0,0,0,0,0
14,43,2,1,1,0,0,0,0,0,2800,2000,0
-19,5,3,3,0,0,0,0,0,0,1700,700,1
173,172,5,2,2,1,0,0,0,0,23500,20000,1
55,62,2,0,1,0,1,0,0,0,303000,300000,0
-19,-56,3,2,1,0,0,0,0,0,10200,9000,1
53,-25,2,0,1,1,0,0,0,0,23000,20000,0
6,-54,2,2,0,0,0,0,0,0,1300,800,0
-38,-37,6,1,5,0,0,0,0,0,10300,3000,0
-24,-3,3,2,1,0,0,0,0,0,1800,1000,0
-56,-48,1,0,1,0,0,0,0,0,2000,2000,0
-87,-87,0,0,0,0,0,0,0,0,0,0,0
-88,-89,0,0,0,0,0,0,0,0,0,0,0
-86,-89,1,0,1,0,0,0,0,0,2000,2000,0
-46,-35,3,3,0,0,0,0,0,0,800,300,1
3,19,3,1,1,1,0,0,0,0,49200,40000,0
-56,-51,3,1,2,0,0,0,0,0,5800,3000,0
-55,-48,2,1,1,0,0,0,0,0,7900,7000,0
-10,-8,2,2,0,0,0,0,0,0,800,500,1
-56,-49,4,1,2,1,0,0,0,0,28400,20000,0
-38,-39,3,3,0,0,0,0,0,0,1600,900,0
31,15,2,2,0,0,0,0,0,0,500,400,0
11,-6,0,0,0,0,0,0,0,0,0,0,0
-3,13,6,3,3,0,0,0,0,0,13300,9000,0
-22,11,2,1,1,0,0,0,0,0,3700,3000,0
-39,-13,1,0,1,0,0,0,0,0,4000,4000,0
-29,5,0,0,0,0,0,0,0,0,0,0,0
-16,18,2,2,0,0,0,0,0,0,400,200,0
-31,-37,1,1,0,0,0,0,0,0,600,600,0
11,-38,1,0,1,0,0,0,0,0,4000,4000,0
-46,-27,2,1,1,0,0,0,0,0,2200,2000,0
-22,-6,1,1,0,0,0,0,0,0,300,300,0
-23,53,0,0,0,0,0,0,0,0,0,0,0
-41,-23,1,1,0,0,0,0,0,0,200,200,0
14,-9,1,0,1,0,0,0,0,0,3000,3000,0
-60,-52,1,1,0,0,0,0,0,0,900,900,0
-50,-52,1,1,0,0,0,0,0,0,700,700,0
2,-12,1,0,1,0,0,0,0,0,2000,2000,0
-41,-39,4,3,1,0,0,0,0,0,2600,1000,1
41,36,2,0,1,1,0,0,0,0,41000,40000,0
2,-3,3,1,2,0,0,0,0,0,10400,8000,0
-47,-40,3,2,1,0,0,0,0,0,3800,3000,0
0,18,1,1,0,0,0,0,0,0,600,600,1
42,54,5,2,2,1,0,0,0,0,34000,30000,0
-34,-33,6,2,4,0,0,0,0,0,10700,5000,0
45,59,1,1,0,0,0,0,0,0,900,900,1
57,63,4,2,1,0,1,0,0,0,204400,200000,0
-74,-69,1,0,1,0,0,0,0,0,5000,5000,0
-6,11,1,1,0,0,0,0,0,0,500,500,0
20,37,3,0,3,0,0,0,0,0,13000,7000,0
6,17,1,0,1,0,0,0,0,0,5000,5000,0
-6,-5,0,0,0,0,0,0,0,0,0,0,0
17,38,2,1,1,0,0,0,0,0,6300,6000,0
-43,26,0,0,0,0,0,0,0,0,0,0,0
-52,-24,0,0,0,0,0,0,0,0,0,0,0
-14,-27,1,0,1,0,0,0,0,0,1000,1000,0
-2,28,0,0,0,0,0,0,0,0,0,0,1
60,49,4,0,3,1,0,0,0,0,72000,60000,0
57,73,0,0,0,0,0,0,0,0,0,0,0
-60,-29,2,1,1,0,0,0,0,0,3600,3000,0
19,35,6,2,4,0,0,0,0,0,11300,4000,0
-7,18,2,0,2,0,0,0,0,0,6000,4000,1
-65,-68,4,1,2,1,0,0,0,0,25200,20000,1
-28,-18,3,2,0,1,0,0,0,0,40600,40000,0
-17,39,0,0,0,0,0,0,0,0,0,0,0
-46,-44,2,0,2,0,0,0,0,0,5000,3000,0
-54,-48,2,2,0,0,0,0,0,0,600,400,1
-61,-53,4,3,0,1,0,0,0,0,70800,70000,0
-47,-46,2,1,1,0,0,0,0,0,3300,3000,0
91,91,4,3,1,0,0,0,0,0,2900,2000,0
98,44,4,2,2,0,0,0,0,0,5800,3000,0
2,-42,4,1,3,0,0,0,0,0,16900,8000,0
90,87,2,1,1,0,0,0,0,0,1300,1000,0
14,21,4,1,3,0,0,0,0,0,6400,3000,0
-20,-9,2,2,0,0,0,0,0,0,1000,500,0
-82,-80,0,0,0,0,0,0,0,0,0,0,0
-68,-80,1,0,1,0,0,0,0,0,3000,3000,0
-47,-36,2,1,1,0,0,0,0,0,2700,2000,1
42,69,2,1,0,1,0,0,0,0,70500,70000,0
12,40,1,1,0,0,0,0,0,0,600,600,0
-16,-19,2,1,1,0,0,0,0,0,4500,4000,0
88,94,5,3,2,0,0,0,0,0,4600,2000,1
60,72,3,0,2,1,0,0,0,0,72000,60000,0
-27,-22,3,2,1,0,0,0,0,0,4600,4000,0
19,29,1,1,0,0,0,0,0,0,500,500,0
3,-6,3,2,1,0,0,0,0,0,2000,1000,0
10,17,4,2,2,0,0,0,0,0,12100,7000,0
98,75,4,2,2,0,0,0,0,0,14100,7000,0
-5,19,3,1,2,0,0,0,0,0,12600,7000,1
-31,-16,2,0,1,1,0,0,0,0,94000,90000,0
25,60,4,3,1,0,0,0,0,0,4100,2000,0
-28,-13,0,0,0,0,0,0,0,0,0,0,0
-14,-10,1,0,1,0,0,0,0,0,2000,2000,0
86,120,3,2,1,0,0,0,0,0,5700,5000,0
5,29,3,1,2,0,0,0,0,0,5200,3000,0
-47,-40,3,1,2,0,0,0,0,0,4900,3000,0
-62,-34,0,0,0,0,0,0,0,0,0,0,0
46,1,1,0,1,0,0,0,0,0,5000,5000,0
-22,2,1,0,1,0,0,0,0,0,1000,1000,1
39,80,3,2,0,1,0,0,0,0,21200,20000,0
-4,3,3,2,1,0,0,0,0,0,1900,1000,0
-10,8,2,0,2,0,0,0,0,0,5000,3000,1
-3,34,5,0,2,3,0,0,0,0,149000,80000,0
-50,-31,1,1,0,0,0,0,0,0,900,900,1
16,188,1,0,0,1,0,0,0,0,10000,10000,0
-58,-37,1,1,0,0,0,0,0,0,500,500,0
-61,-44,1,0,1,0,0,0,0,0,8000,8000,0
-52,-53,2,1,1,0,0,0,0,0,3600,3000,0
26,19,2,2,0,0,0,0,0,0,1000,800,0
-28,-24,2,2,0,0,0,0,0,0,1100,700,0
-45,-57,1,0,1,0,0,0,0,0,5000,5000,0
73,39,4,3,1,0,0,0,0,0,2500,1000,0
28,-20,2,1,1,0,0,0,0,0,2400,2000,0
-39,-40,1,0,1,0,0,0,0,0,3000,3000,0
-31,-39,1,1,0,0,0,0,0,0,200,200,0
-74,-74,1,0,1,0,0,0,0,0,7000,7000,0
-81,-81,1,0,1,0,0,0,0,0,2000,2000,0
-14,-82,1,0,1,0,0,0,0,0,5000,5000,0
-56,-34,1,0,1,0,0,0,0,0,4000,4000,0
-53,-49,2,1,1,0,0,0,0,0,1600,1000,0
4,2,0,0,0,0,0,0,0,0,0,0,0
-11,5,1,1,0,0,0,0,0,0,400,400,0
-16,-22,2,0,2,0,0,0,0,0,5000,3000,0
63,63,6,1,5,0,0,0,0,0,17800,7000,0
-20,-25,1,1,0,0,0,0,0,0,600,600,0
-20,24,1,1,0,0,0,0,0,0,500,500,0
-68,-37,0,0,0,0,0,0,0,0,0,0,0
-18,-49,1,0,1,0,0,0,0,0,3000,3000,0
38,90,0,0,0,0,0,0,0,0,0,0,0
33,11,2,2,0,0,0,0,0,0,1100,700,0
1,2,1,0,1,0,0,0,0,0,5000,5000,0
-8,-13,4,3,1,0,0,0,0,0,4400,3000,0
58,45,2,0,2,0,0,0,0,0,11000,9000,0
-26,-17,0,0,0,0,0,0,0,0,0,0,0
5,-9,6,2,4,0,0,0,0,0,16700,8000,0
98,76,4,2,2,0,0,0,0,0,7100,4000,0
-15,-26,2,2,0,0,0,0,0,0,900,500,0
1,0,2,2,0,0,0,0,0,0,1300,900,0
10,6,4,3,1,0,0,0,0,0,4700,3000,0
-28,-17,1,0,1,0,0,0,0,0,2000,2000,0
-28,-21,3,3,0,0,0,0,0,0,1600,600,1
-12,-9,3,1,1,1,0,0,0,0,22600,20000,1
13,23,2,0,1,1,0,0,0,0,72000,70000,0
-10,9,1,0,1,0,0,0,0,0,6000,6000,1
112,98,3,2,0,1,0,0,0,0,31000,30000,1
-49,-37,2,1,0,0,1,0,0,0,100300,100000,1
-42,-31,5,3,1,1,0,0,0,0,65800,60000,0
-27,-26,3,1,2,0,0,0,0,0,14900,8000,0
-10,-5,1,0,1,0,0,0,0,0,1000,1000,0
-32,-21,2,1,1,0,0,0,0,0,3600,3000,1
39,51,3,1,1,1,0,0,0,0,72500,70000,0
38,40,4,3,1,0,0,0,0,0,2700,1000,0
-22,-24,3,2,1,0,0,0,0,0,5700,4000,0
89,71,2,1,1,0,0,0,0,0,3400,3000,0
-23,-29,2,0,2,0,0,0,0,0,8000,6000,0
43,24,0,0,0,0,0,0,0,0,0,0,0
-14,-2,1,0,1,0,0,0,0,0,2000,2000,0
26,85,1,0,1,0,0,0,0,0,1000,1000,0
-59,-39,1,1,0,0,0,0,0,0,700,700,1
-56,-35,1,0,0,1,0,0,0,0,70000,70000,0
-52,-36,1,0,1,0,0,0,0,0,3000,3000,0
7,20,0,0,0,0,0,0,0,0,0,0,1
64,84,2,0,1,1,0,0,0,0,23000,20000,0
-7,0,0,0,0,0,0,0,0,0,0,0,0
-30,-22,3,0,3,0,0,0,0,0,9000,5000,1
30,51,2,0,0,2,0,0,0,0,100000,80000,0
-7,-6,1,0,1,0,0,0,0,0,7000,7000,1
-28,-16,5,2,2,1,0,0,0,0,54800,50000,0
50,66,1,0,1,0,0,0,0,0,2000,2000,1
-18,-12,4,1,2,1,0,0,0,0,31800,20000,0
-34,-15,1,0,1,0,0,0,0,0,2000,2000,1
-33,-14,1,0,0,1,0,0,0,0,20000,20000,0
8,24,8,4,4,0,0,0,0,0,11300,4000,0
20,44,8,8,0,0,0,0,0,0,4700,800,0
18,94,0,0,0,0,0,0,0,0,0,0,0
-59,-7,0,0,0,0,0,0,0,0,0,0,0
-54,-13,1,0,1,0,0,0,0,0,1000,1000,0
-59,-33,1,1,0,0,0,0,0,0,600,600,0
-63,-46,0,0,0,0,0,0,0,0,0,0,0
-72,-50,1,0,1,0,0,0,0,0,1000,1000,0
-68,-55,0,0,0,0,0,0,0,0,0,0,0
-44,-24,2,1,1,0,0,0,0,0,2400,2000,1
-59,-51,3,0,2,1,0,0,0,0,66000,60000,0
-17,4,4,2,2,0,0,0,0,0,5100,3000,0
-53,-40,1,0,1,0,0,0,0,0,7000,7000,0
12,23,3,1,2,0,0,0,0,0,4400,3000,0
18,44,3,2,1,0,0,0,0,0,2300,1000,0
-32,-38,1,0,1,0,0,0,0,0,2000,2000,0
-79,-90,4,0,4,0,0,0,0,0,19000,8000,0
-64,-85,2,0,2,0,0,0,0,0,3000,2000,0
-77,-88,1,1,0,0,0,0,0,0,600,600,0
-71,-85,2,0,2,0,0,0,0,0,8000,5000,0
-42,-76,4,1,3,0,0,0,0,0,7800,3000,0
-55,-81,3,2,1,0,0,0,0,0,9800,9000,0
-60,-80,2,1,1,0,0,0,0,0,3800,3000,0
-55,-75,3,1,2,0,0,0,0,0,9400,6000,0
-61,-82,0,0,0,0,0,0,0,0,0,0,0
-53,-72,2,1,1,0,0,0,0,0,2500,2000,0
9,28,4,2,2,0,0,0,0,0,11100,8000,0
-31,-34,3,2,1,0,0,0,0,0,3400,2000,0
-42,-64,0,0,0,0,0,0,0,0,0,0,0
-33,-79,1,1,0,0,0,0,0,0,300,300,0
-66,-85,1,0,1,0,0,0,0,0,2000,2000,0
-20,-24,3,3,0,0,0,0,0,0,2000,800,0
59,94,3,2,1,0,0,0,0,0,4200,3000,0
-36,-21,1,1,0,0,0,0,0,0,700,700,0
17,-8,9,5,4,0,0,0,0,0,13200,6000,0
96,96,5,1,4,0,0,0,0,0,13700,9000,0
26,23,6,5,1,0,0,0,0,0,5400,2000,0
-67,-32,1,0,1,0,0,0,0,0,2000,2000,0
95,92,2,1,1,0,0,0,0,0,4700,4000,0
26,42,2,2,0,0,0,0,0,0,1200,700,0
24,5,3,0,3,0,0,0,0,0,4000,2000,0
96,-18,0,0,0,0,0,0,0,0,0,0,0
-57,-29,2,1,1,0,0,0,0,0,2600,2000,0
68,96,5,3,2,0,0,0,0,0,12500,8000,0
6,56,2,1,1,0,0,0,0,0,1700,1000,0
-16,-7,1,0,1,0,0,0,0,0,3000,3000,0
-54,-51,3,1,2,0,0,0,0,0,7700,5000,0
-31,-17,1,1,0,0,0,0,0,0,600,600,0
26,24,0,0,0,0,0,0,0,0,0,0,0
55,49,0,0,0,0,0,0,0,0,0,0,0
-47,-40,0,0,0,0,0,0,0,0,0,0,0
-44,-46,1,0,1,0,0,0,0,0,4000,4000,0
-78,-85,1,0,1,0,0,0,0,0,6000,6000,0
86,62,4,4,0,0,0,0,0,0,1600,600,0
15,21,3,1,2,0,0,0,0,0,2800,1000,0
-44,-46,2,1,1,0,0,0,0,0,4500,4000,0
-49,-48,1,1,0,0,0,0,0,0,400,400,0
37,29,2,2,0,0,0,0,0,0,1100,700,0
16,38,0,0,0,0,0,0,0,0,0,0,0
57,75,5,4,1,0,0,0,0,0,3900,2000,0
-14,22,0,0,0,0,0,0,0,0,0,0,0
-33,-32,4,2,2,0,0,0,0,0,5100,3000,0
16,24,3,2,1,0,0,0,0,0,4000,3000,0
-5,2,2,1,1,0,0,0,0,0,3400,3000,0
-58,-51,3,2,1,0,0,0,0,0,3900,3000,0
53,45,1,1,0,0,0,0,0,0,700,700,0
8,3,1,1,0,0,0,0,0,0,500,500,0
-10,1,5,2,3,0,0,0,0,0,9000,4000,0
42,63,6,4,2,0,0,0,0,0,7400,3000,0
-19,3,3,2,1,0,0,0,0,0,3100,2000,0
-23,37,0,0,0,0,0,0,0,0,0,0,0
-38,12,0,0,0,0,0,0,0,0,0,0,0
-64,-51,2,1,1,0,0,0,0,0,3400,3000,0
-61,-52,1,0,1,0,0,0,0,0,2000,2000,0
27,50,6,5,1,0,0,0,0,0,4800,2000,0
-40,-11,3,2,1,0,0,0,0,0,8300,7000,0
-15,-21,6,3,3,0,0,0,0,0,7700,3000,0
-35,-13,4,3,1,0,0,0,0,0,2800,1000,0
-38,-47,3,2,1,0,0,0,0,0,5800,5000,1
-6,-67,5,2,2,1,0,0,0,0,25300,20000,0
-31,-59,2,2,0,0,0,0,0,0,1200,800,0
-64,-75,3,2,1,0,0,0,0,0,2000,1000,0
10,-70,2,1,1,0,0,0,0,0,9300,9000,0
-79,-74,0,0,0,0,0,0,0,0,0,0,0
-81,-82,0,0,0,0,0,0,0,0,0,0,0
-54,-71,0,0,0,0,0,0,0,0,0,0,0
-73,-65,0,0,0,0,0,0,0,0,0,0,0
-83,-82,0,0,0,0,0,0,0,0,0,0,0
-87,-85,0,0,0,0,0,0,0,0,0,0,0
-96,-90,0,0,0,0,0,0,0,0,0,0,0
-62,-95,0,0,0,0,0,0,0,0,0,0,0
-40,-90,0,0,0,0,0,0,0,0,0,0,0
-71,-92,0,0,0,0,0,0,0,0,0,0,0
-67,-92,1,0,1,0,0,0,0,0,3000,3000,0
-42,-39,2,2,0,0,0,0,0,0,1200,900,0
-90,-96,1,0,1,0,0,0,0,0,4000,4000,0
-85,-90,0,0,0,0,0,0,0,0,0,0,0
-96,-96,1,1,0,0,0,0,0,0,600,600,0
-85,-79,4,0,4,0,0,0,0,0,12000,6000,0
-3,-28,0,0,0,0,0,0,0,0,0,0,0
-10,-44,3,2,1,0,0,0,0,0,2800,2000,0
60,3,1,0,1,0,0,0,0,0,8000,8000,0
45,0,4,3,1,0,0,0,0,0,2500,1000,0
-33,-69,2,0,2,0,0,0,0,0,6000,3000,0
19,-16,0,0,0,0,0,0,0,0,0,0,0
-5,-38,0,0,0,0,0,0,0,0,0,0,0
-13,-8,3,2,1,0,0,0,0,0,1700,1000,0
5,-42,4,3,1,0,0,0,0,0,3000,2000,0
-51,-20,0,0,0,0,0,0,0,0,0,0,0
-36,-63,2,0,2,0,0,0,0,0,5000,3000,0
-68,-60,0,0,0,0,0,0,0,0,0,0,0
-87,-72,0,0,0,0,0,0,0,0,0,0,0
-73,-81,0,0,0,0,0,0,0,0,0,0,0
-79,-81,0,0,0,0,0,0,0,0,0,0,0
-59,-69,1,0,1,0,0,0,0,0,1000,1000,0
17,-45,2,1,1,0,0,0,0,0,1700,1000,0
-39,-56,2,2,0,0,0,0,0,0,500,300,0
-55,-76,1,0,1,0,0,0,0,0,1000,1000,0
37,-10,1,0,1,0,0,0,0,0,4000,4000,0
13,7,2,2,0,0,0,0,0,0,800,400,0
-25,-26,1,1,0,0,0,0,0,0,400,400,0
-23,-3,1,0,1,0,0,0,0,0,4000,4000,0
61,35,2,2,0,0,0,0,0,0,500,300,0
7,3,0,0,0,0,0,0,0,0,0,0,0
-1,28,1,0,1,0,0,0,0,0,2000,2000,0
122,93,4,2,2,0,0,0,0,0,10400,7000,0
-20,-17,1,1,0,0,0,0,0,0,800,800,0
21,21,1,0,1,0,0,0,0,0,1000,1000,0
24,38,4,2,2,0,0,0,0,0,7300,4000,0
9,22,1,0,1,0,0,0,0,0,1000,1000,0
28,11,3,2,1,0,0,0,0,0,4000,3000,0
24,34,4,3,1,0,0,0,0,0,3000,2000,0
87,95,0,0,0,0,0,0,0,0,0,0,0
-18,0,0,0,0,0,0,0,0,0,0,0,0
-56,-41,0,0,0,0,0,0,0,0,0,0,0
-24,-20,0,0,0,0,0,0,0,0,0,0,0
-54,-49,1,1,0,0,0,0,0,0,300,300,0
-30,-31,3,2,1,0,0,0,0,0,2000,1000,0
-32,-37,2,2,0,0,0,0,0,0,600,400,0
-37,-6,1,0,1,0,0,0,0,0,9000,9000,0
-42,-42,1,1,0,0,0,0,0,0,500,500,0
-21,-24,3,1,2,0,0,0,0,0,8400,6000,0
-72,-66,1,1,0,0,0,0,0,0,600,600,0
-37,-29,0,0,0,0,0,0,0,0,0,0,0
-47,-51,1,1,0,0,0,0,0,0,200,200,0
69,39,1,1,0,0,0,0,0,0,400,400,0
-18,-43,0,0,0,0,0,0,0,0,0,0,0
-50,-36,0,0,0,0,0,0,0,0,0,0,0
-34,-21,1,0,1,0,0,0,0,0,1000,1000,0
49,65,0,0,0,0,0,0,0,0,0,0,0
-8,9,0,0,0,0,0,0,0,0,0,0,0
-43,-52,2,2,0,0,0,0,0,0,1000,800,0
-17,-16,0,0,0,0,0,0,0,0,0,0,0
-29,-25,1,1,0,0,0,0,0,0,800,800,0
-19,-3,2,1,1,0,0,0,0,0,4800,4000,0
-5,25,0,0,0,0,0,0,0,0,0,0,0
-9,-22,0,0,0,0,0,0,0,0,0,0,0
-44,-17,2,0,2,0,0,0,0,0,3000,2000,0
47,67,4,1,3,0,0,0,0,0,13500,8000,0
35,62,0,0,0,0,0,0,0,0,0,0,0
-48,-35,0,0,0,0,0,0,0,0,0,0,0
80,87,0,0,0,0,0,0,0,0,0,0,0
11,11,2,1,1,0,0,0,0,0,1700,1000,0
-78,-62,0,0,0,0,0,0,0,0,0,0,0
34,66,1,0,1,0,0,0,0,0,6000,6000,0
-55,-48,1,0,1,0,0,0,0,0,5000,5000,0
2,17,0,0,0,0,0,0,0,0,0,0,0
38,66,1,1,0,0,0,0,0,0,500,500,0
-14,-3,0,0,0,0,0,0,0,0,0,0,0
22,103,0,0,0,0,0,0,0,0,0,0,0
8,30,1,0,1,0,0,0,0,0,3000,3000,0
-47,-47,0,0,0,0,0,0,0,0,0,0,0
33,31,0,0,0,0,0,0,0,0,0,0,0
-13,-13,1,1,0,0,0,0,0,0,400,400,0
86,11,0,0,0,0,0,0,0,0,0,0,0
-8,-47,2,2,0,0,0,0,0,0,900,600,0
-88,-74,0,0,0,0,0,0,0,0,0,0,0
-52,-62,0,0,0,0,0,0,0,0,0,0,0
38,13,0,0,0,0,0,0,0,0,0,0,0
12,-14,0,0,0,0,0,0,0,0,0,0,0
74,-3,0,0,0,0,0,0,0,0,0,0,0
-9,-9,2,2,0,0,0,0,0,0,1000,600,0
43,-8,0,0,0,0,0,0,0,0,0,0,0
166,180,1,0,1,0,0,0,0,0,1000,1000,0
84,88,0,0,0,0,0,0,0,0,0,0,0
44,97,0,0,0,0,0,0,0,0,0,0,1
28,84,1,0,0,1,0,0,0,0,20000,20000,0
-49,-20,0,0,0,0,0,0,0,0,0,0,0
-60,-41,0,0,0,0,0,0,0,0,0,0,0
-61,-38,0,0,0,0,0,0,0,0,0,0,0
-51,-23,0,0,0,0,0,0,0,0,0,0,0
-21,6,1,1,0,0,0,0,0,0,300,300,0
-65,-55,0,0,0,0,0,0,0,0,0,0,0
-39,-46,1,1,0,0,0,0,0,0,400,400,0
42,12,0,0,0,0,0,0,0,0,0,0,0
-33,-61,0,0,0,0,0,0,0,0,0,0,0
-60,-61,0,0,0,0,0,0,0,0,0,0,0
-68,-39,0,0,0,0,0,0,0,0,0,0,0
-50,-17,0,0,0,0,0,0,0,0,0,0,0
65,57,3,3,0,0,0,0,0,0,500,200,0
-35,12,0,0,0,0,0,0,0,0,0,0,0
-14,-20,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0
-16,-19,0,0,0,0,0,0,0,0,0,0,0
13,-10,0,0,0,0,0,0,0,0,0,0,0
20,0,1,0,1,0,0,0,0,0,9000,9000,0
37,18,0,0,0,0,0,0,0,0,0,0,0
44,23,0,0,0,0,0,0,0,0,0,0,0
-19,-45,0,0,0,0,0,0,0,0,0,0,0
65,18,0,0,0,0,0,0,0,0,0,0,0
39,11,0,0,0,0,0,0,0,0,0,0,0
-51,-51,0,0,0,0,0,0,0,0,0,0,0
55,33,1,1,0,0,0,0,0,0,700,700,0
76,72,0,0,0,0,0,0,0,0,0,0,0
-58,-49,0,0,0,0,0,0,0,0,0,0,0
-75,-60,0,0,0,0,0,0,0,0,0,0,0
-85,-74,0,0,0,0,0,0,0,0,0,0,0
-94,-73,0,0,0,0,0,0,0,0,0,0,0
-94,-82,0,0,0,0,0,0,0,0,0,0,0
-86,-77,0,0,0,0,0,0,0,0,0,0,0
-82,-75,0,0,0,0,0,0,0,0,0,0,0
-76,-71,0,0,0,0,0,0,0,0,0,0,0
-85,-66,0,0,0,0,0,0,0,0,0,0,0
-71,-51,0,0,0,0,0,0,0,0,0,0,0
-9,-35,0,0,0,0,0,0,0,0,0,0,0
16,-8,0,0,0,0,0,0,0,0,0,0,0
-23,-40,0,0,0,0,0,0,0,0,0,0,0
1,-30,0,0,0,0,0,0,0,0,0,0,0
95,68,0,0,0,0,0,0,0,0,0,0,0
4,-32,0,0,0,0,0,0,0,0,0,0,0
-1,-30,0,0,0,0,0,0,0,0,0,0,0
2,-32,0,0,0,0,0,0,0,0,0,0,0
14,-20,0,0,0,0,0,0,0,0,0,0,0
14,5,0,0,0,0,0,0,0,0,0,0,0
23,10,0,0,0,0,0,0,0,0,0,0,0
-33,-28,0,0,0,0,0,0,0,0,0,0,0
-20,10,0,0,0,0,0,0,0,0,0,0,0
-3,-25,0,0,0,0,0,0,0,0,0,0,0
-34,-50,0,0,0,0,0,0,0,0,0,0,0
-31,-50,0,0,0,0,0,0,0,0,0,0,0
-37,-40,0,0,0,0,0,0,0,0,0,0,0
-37,-32,0,0,0,0,0,0,0,0,0,0,0
97,32,0,0,0,0,0,0,0,0,0,0,0
41,12,0,0,0,0,0,0,0,0,0,0,0
88,22,0,0,0,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0
13,-30,0,0,0,0,0,0,0,0,0,0,0
-49,36,0,0,0,0,0,0,0,0,0,0,0
98,20,0,0,0,0,0,0,0,0,0,0,0
-49,36,0,0,0,0,0,0,0,0,0,0,0
98,20,0,0,0,0,0,0,0,0,0,0,0
87,12,0,0,0,0,0,0,0,0,0,0,0
-32,-15,0,0,0,0,0,0,0,0,0,0,0
-11,-32,0,0,0,0,0,0,0,0,0,0,0
60,-42,0,0,0,0,0,0,0,0,0,0,0
